"","subjID","levelID","gravX","gravY","radius","numAttempts","success","imageID","directory"
"1","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0,2.5,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img0.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img0.png"
"2","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0,2.5,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img1.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img1.png"
"3","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0,2.5,20,2,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img2.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img2.png"
"4","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0.25,1,30,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img3.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img3.png"
"5","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0.25,1,30,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img4.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img4.png"
"6","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0.25,1,30,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img5.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img5.png"
"7","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0.25,1,30,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img6.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img6.png"
"8","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0.25,1,30,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img7.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img7.png"
"9","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0.25,1,30,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img8.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img8.png"
"10","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0.25,1,30,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img9.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img9.png"
"11","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0.25,1,30,2,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img10.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img10.png"
"12","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0,2.5,30,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img11.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img11.png"
"13","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0,2.5,30,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img12.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img12.png"
"14","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0,2.5,30,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img13.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img13.png"
"15","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",0,2.5,30,3,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img14.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img14.png"
"16","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_flat",0,1,30,0,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img15.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img15.png"
"17","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_short",0,1,30,0,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img16.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img16.png"
"18","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","tunnel_wide",0,1,20,0,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img17.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img17.png"
"19","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0.25,1,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img18.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img18.png"
"20","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0.25,1,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img19.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img19.png"
"21","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0.25,1,20,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img20.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img20.png"
"22","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0.25,1,20,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img21.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img21.png"
"23","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",0.25,1,20,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img22.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img22.png"
"24","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,2.5,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img23.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img23.png"
"25","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,2.5,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img24.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img24.png"
"26","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,2.5,20,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img25.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img25.png"
"27","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,2.5,20,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img26.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img26.png"
"28","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,2.5,20,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img27.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img27.png"
"29","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,1,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img28.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img28.png"
"30","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,1,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img29.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img29.png"
"31","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,1,20,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img30.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img30.png"
"32","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,1,20,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img31.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img31.png"
"33","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_far",-0.25,1,20,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img32.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img32.png"
"34","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","block_long",0,2.5,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img33.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img33.png"
"35","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","block_long",0,2.5,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img34.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img34.png"
"36","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","block_long",0,2.5,20,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img35.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img35.png"
"37","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","block_long",0,2.5,20,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img36.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img36.png"
"38","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","block_long",0,2.5,20,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img37.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img37.png"
"39","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","block_long",0.25,2.5,30,0,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img38.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img38.png"
"40","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0,2.5,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img39.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img39.png"
"41","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0,2.5,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img40.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img40.png"
"42","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0,2.5,20,2,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img41.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img41.png"
"43","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0.25,1,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img42.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img42.png"
"44","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0.25,1,20,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img43.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img43.png"
"45","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0.25,1,20,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img44.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img44.png"
"46","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0.25,1,20,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img45.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img45.png"
"47","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_ascent",0.25,1,20,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img46.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img46.png"
"48","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0,1,30,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img47.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img47.png"
"49","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0,1,30,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img48.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img48.png"
"50","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0,1,30,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img49.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img49.png"
"51","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0,1,30,3,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img50.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img50.png"
"52","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","tunnel_wide",0.25,1,30,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img51.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img51.png"
"53","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","tunnel_wide",0.25,1,30,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img52.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img52.png"
"54","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","tunnel_wide",0.25,1,30,2,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img53.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img53.png"
"55","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_left",0,2.5,20,0,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img54.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img54.png"
"56","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",-0.25,1,30,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img55.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img55.png"
"57","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",-0.25,1,30,1,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img56.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img56.png"
"58","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",-0.25,1,30,2,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img57.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img57.png"
"59","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",-0.25,1,30,3,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img58.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img58.png"
"60","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","diagonal_descent",-0.25,1,30,4,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img59.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img59.png"
"61","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_middle",0,2.5,20,0,"fail","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img60.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img60.png"
"62","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","boomerang_middle",0,2.5,20,1,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img61.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img61.png"
"63","connect-1DF28D04D4BC4AD0A9B59DD0E935393A","basic_flat",0,1,20,0,"success","connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img62.png","connect-1DF28D04D4BC4AD0A9B59DD0E935393A/connect-1DF28D04D4BC4AD0A9B59DD0E935393A_img62.png"
"64","connect-DF011FC195104845887434C8E2642FB6","block_long",0,1,20,0,"fail","connect-DF011FC195104845887434C8E2642FB6_img0.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img0.png"
"65","connect-DF011FC195104845887434C8E2642FB6","block_long",0,1,20,1,"fail","connect-DF011FC195104845887434C8E2642FB6_img1.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img1.png"
"66","connect-DF011FC195104845887434C8E2642FB6","block_long",0,1,20,2,"fail","connect-DF011FC195104845887434C8E2642FB6_img2.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img2.png"
"67","connect-DF011FC195104845887434C8E2642FB6","block_long",0,1,20,3,"fail","connect-DF011FC195104845887434C8E2642FB6_img3.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img3.png"
"68","connect-DF011FC195104845887434C8E2642FB6","block_long",0,1,20,4,"fail","connect-DF011FC195104845887434C8E2642FB6_img4.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img4.png"
"69","connect-DF011FC195104845887434C8E2642FB6","basic_short",-0.25,1,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img5.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img5.png"
"70","connect-DF011FC195104845887434C8E2642FB6","tunnel_narrow",0.25,1,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img6.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img6.png"
"71","connect-DF011FC195104845887434C8E2642FB6","basic_flat",0.25,1,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img7.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img7.png"
"72","connect-DF011FC195104845887434C8E2642FB6","basic_drop",0.25,2.5,30,0,"success","connect-DF011FC195104845887434C8E2642FB6_img8.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img8.png"
"73","connect-DF011FC195104845887434C8E2642FB6","boomerang_left",-0.25,1,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img9.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img9.png"
"74","connect-DF011FC195104845887434C8E2642FB6","contain_corner",0.25,1,30,0,"fail","connect-DF011FC195104845887434C8E2642FB6_img10.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img10.png"
"75","connect-DF011FC195104845887434C8E2642FB6","contain_corner",0.25,1,30,1,"success","connect-DF011FC195104845887434C8E2642FB6_img11.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img11.png"
"76","connect-DF011FC195104845887434C8E2642FB6","basic_flat",-0.25,1,30,0,"fail","connect-DF011FC195104845887434C8E2642FB6_img12.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img12.png"
"77","connect-DF011FC195104845887434C8E2642FB6","basic_flat",-0.25,1,30,1,"fail","connect-DF011FC195104845887434C8E2642FB6_img13.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img13.png"
"78","connect-DF011FC195104845887434C8E2642FB6","basic_flat",-0.25,1,30,2,"fail","connect-DF011FC195104845887434C8E2642FB6_img14.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img14.png"
"79","connect-DF011FC195104845887434C8E2642FB6","basic_flat",-0.25,1,30,3,"fail","connect-DF011FC195104845887434C8E2642FB6_img15.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img15.png"
"80","connect-DF011FC195104845887434C8E2642FB6","basic_flat",-0.25,1,30,4,"fail","connect-DF011FC195104845887434C8E2642FB6_img16.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img16.png"
"81","connect-DF011FC195104845887434C8E2642FB6","diagonal_descent",0,1,30,0,"success","connect-DF011FC195104845887434C8E2642FB6_img17.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img17.png"
"82","connect-DF011FC195104845887434C8E2642FB6","block_med",-0.25,1,20,0,"fail","connect-DF011FC195104845887434C8E2642FB6_img18.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img18.png"
"83","connect-DF011FC195104845887434C8E2642FB6","block_med",-0.25,1,20,1,"fail","connect-DF011FC195104845887434C8E2642FB6_img19.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img19.png"
"84","connect-DF011FC195104845887434C8E2642FB6","block_med",-0.25,1,20,2,"fail","connect-DF011FC195104845887434C8E2642FB6_img20.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img20.png"
"85","connect-DF011FC195104845887434C8E2642FB6","block_med",-0.25,1,20,3,"fail","connect-DF011FC195104845887434C8E2642FB6_img21.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img21.png"
"86","connect-DF011FC195104845887434C8E2642FB6","block_med",-0.25,1,20,4,"fail","connect-DF011FC195104845887434C8E2642FB6_img22.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img22.png"
"87","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,20,0,"fail","connect-DF011FC195104845887434C8E2642FB6_img23.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img23.png"
"88","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,20,1,"fail","connect-DF011FC195104845887434C8E2642FB6_img24.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img24.png"
"89","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,20,2,"fail","connect-DF011FC195104845887434C8E2642FB6_img25.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img25.png"
"90","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,20,3,"fail","connect-DF011FC195104845887434C8E2642FB6_img26.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img26.png"
"91","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,20,4,"fail","connect-DF011FC195104845887434C8E2642FB6_img27.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img27.png"
"92","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,30,0,"fail","connect-DF011FC195104845887434C8E2642FB6_img28.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img28.png"
"93","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,30,1,"fail","connect-DF011FC195104845887434C8E2642FB6_img29.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img29.png"
"94","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,30,2,"fail","connect-DF011FC195104845887434C8E2642FB6_img30.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img30.png"
"95","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,30,3,"fail","connect-DF011FC195104845887434C8E2642FB6_img31.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img31.png"
"96","connect-DF011FC195104845887434C8E2642FB6","diagonal_ascent",-0.25,2.5,30,4,"fail","connect-DF011FC195104845887434C8E2642FB6_img32.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img32.png"
"97","connect-DF011FC195104845887434C8E2642FB6","basic_far",0,1,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img33.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img33.png"
"98","connect-DF011FC195104845887434C8E2642FB6","contain_corner",-0.25,2.5,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img34.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img34.png"
"99","connect-DF011FC195104845887434C8E2642FB6","boomerang_left",-0.25,2.5,20,0,"success","connect-DF011FC195104845887434C8E2642FB6_img35.png","connect-DF011FC195104845887434C8E2642FB6/connect-DF011FC195104845887434C8E2642FB6_img35.png"
